payment_id,order_id,amount,payment_method,payment_date,status
PAY01372,O01372,1850.64,Wire Transfer,2024-09-05,completed
PAY01373,O01373,1427.71,PayPal,2024-09-09,completed
PAY01374,O01374,3554.04,PayPal,2024-03-31,completed
PAY01375,O01375,4073.13,Credit Card,2024-08-08,completed
PAY01376,O01376,10970.45,Credit Card,2024-03-14,completed
PAY01377,O01377,4063.13,ACH,2024-01-14,completed
PAY01378,O01378,3152.43,PayPal,2024-02-15,refunded
PAY01379,O01379,11773.82,Wire Transfer,2024-01-06,completed
PAY01380,O01380,2105.25,PayPal,2024-09-04,pending
PAY01381,O01381,3458.12,Invoice,2024-03-22,completed
PAY01382,O01382,5800.34,Invoice,2024-01-11,completed
PAY01383,O01383,8126.26,Credit Card,2024-07-31,completed
PAY01384,O01384,5005.36,Wire Transfer,2024-03-18,completed
PAY01385,O01385,4609.32,Credit Card,2024-02-27,failed
PAY01386,O01386,202.94,Credit Card,2024-06-22,refunded
PAY01387,O01387,6304.86,Credit Card,2024-04-02,completed
PAY01388,O01388,2384.73,Wire Transfer,2024-12-07,completed
PAY01389,O01389,862.49,ACH,2024-05-18,completed
PAY01390,O01390,10997.45,Wire Transfer,2024-03-17,completed
PAY01391,O01391,3382.02,Wire Transfer,2024-09-04,completed
PAY01392,O01392,1301.13,PayPal,2024-06-14,pending
PAY01393,O01393,202.94,Invoice,2024-08-07,refunded
PAY01394,O01394,2739.05,Invoice,2024-11-30,completed
PAY01395,O01395,885.99,ACH,2024-09-11,pending
PAY01396,O01396,4444.42,Credit Card,2024-08-04,completed
PAY01397,O01397,2339.17,Invoice,2024-01-04,completed
PAY01398,O01398,6756.92,Invoice,2024-03-10,completed
PAY01399,O01399,9253.2,PayPal,2024-03-14,failed
PAY01400,O01400,1270.56,Credit Card,2024-04-25,pending
PAY01401,O01401,4509.36,Invoice,2024-12-24,pending
PAY01402,O01402,136.53,ACH,2024-11-03,completed
PAY01403,O01403,1288.96,Wire Transfer,2024-02-09,completed
PAY01404,O01404,3480.19,Invoice,2024-08-31,pending
PAY01405,O01405,4553.28,Credit Card,2024-06-24,completed
PAY01406,O01406,1320.28,Wire Transfer,2024-01-31,completed
PAY01407,O01407,1456.51,Invoice,2024-07-24,completed
PAY01408,O01408,10135.38,Invoice,2024-05-13,completed
PAY01409,O01409,20081.92,PayPal,2024-05-20,completed
PAY01410,O01410,3903.22,Invoice,2024-02-01,completed
PAY01411,O01411,20120.95,Credit Card,2024-12-23,pending
PAY01412,O01412,13307.05,Wire Transfer,2024-03-27,completed
PAY01413,O01413,4450.74,Credit Card,2024-02-25,completed
PAY01414,O01414,3751.48,Credit Card,2024-03-27,completed
PAY01415,O01415,14717.28,PayPal,2024-06-07,completed
PAY01416,O01416,3811.11,Wire Transfer,2024-10-19,pending
PAY01417,O01417,2679.57,ACH,2024-02-18,completed
PAY01418,O01418,15532.7,Credit Card,2024-09-15,completed
PAY01419,O01419,7774.35,Invoice,2024-02-22,completed
PAY01420,O01420,8126.26,Wire Transfer,2024-03-20,completed
PAY01421,O01421,803.1,Invoice,2024-01-20,completed
PAY01422,O01422,9356.68,Invoice,2024-02-19,pending
PAY01423,O01423,1393.78,ACH,2024-03-24,completed
PAY01424,O01424,3484.46,Credit Card,2024-06-26,pending
PAY01425,O01425,3701.28,Wire Transfer,2024-08-10,completed
PAY01426,O01426,3811.11,Credit Card,2024-11-11,refunded
PAY01427,O01427,29001.69,Credit Card,2024-02-21,completed
PAY01428,O01428,19873.3,ACH,2024-02-15,completed
PAY01429,O01429,1475.61,PayPal,2024-05-24,completed
PAY01430,O01430,5038.98,Credit Card,2024-08-24,completed
PAY01431,O01431,3394.1,Invoice,2024-03-14,refunded
PAY01432,O01432,3152.43,Invoice,2024-05-27,completed
PAY01433,O01433,1064.82,Wire Transfer,2024-11-18,completed
PAY01434,O01434,3236.68,PayPal,2024-12-18,failed
PAY01435,O01435,12035.1,Invoice,2024-10-17,completed
PAY01436,O01436,1597.07,Credit Card,2024-07-26,completed
PAY01437,O01437,2222.21,Credit Card,2024-08-27,completed
PAY01438,O01438,3453.66,Wire Transfer,2024-02-25,failed
PAY01439,O01439,8901.48,ACH,2024-02-04,refunded
PAY01440,O01440,5854.83,Wire Transfer,2024-09-01,completed
PAY01441,O01441,12245.12,Wire Transfer,2024-03-15,completed
PAY01442,O01442,10261.68,Credit Card,2024-02-04,completed
PAY01443,O01443,1935.14,Wire Transfer,2024-04-19,failed
PAY01444,O01444,1626.41,ACH,2024-04-02,completed
PAY01445,O01445,2339.17,PayPal,2024-12-30,completed
PAY01446,O01446,3024.18,Wire Transfer,2024-01-28,completed
PAY01447,O01447,2939.4,ACH,2024-06-29,completed
PAY01448,O01448,18041.5,Credit Card,2024-08-13,completed
PAY01449,O01449,9811.52,ACH,2024-11-04,completed
PAY01450,O01450,2882.22,ACH,2024-12-07,refunded
PAY01451,O01451,4169.9,PayPal,2024-08-25,completed
PAY01452,O01452,6913.98,PayPal,2024-12-14,pending
PAY01453,O01453,12644.69,Invoice,2024-03-05,pending
PAY01454,O01454,4063.13,Invoice,2024-04-08,completed
PAY01455,O01455,4024.19,Invoice,2024-06-27,completed
PAY01456,O01456,4905.76,PayPal,2024-07-05,completed
PAY01457,O01457,5531.18,Credit Card,2024-11-29,completed
PAY01458,O01458,963.97,ACH,2024-08-09,completed
PAY01459,O01459,3359.32,Wire Transfer,2024-07-10,completed
PAY01460,O01460,2384.73,PayPal,2024-12-04,pending
PAY01461,O01461,28822.16,Invoice,2024-02-22,completed
PAY01462,O01462,3976.59,Invoice,2024-11-12,completed
PAY01463,O01463,3389.3,ACH,2024-08-18,completed
PAY01464,O01464,1207.03,Invoice,2024-08-23,pending
PAY01465,O01465,2304.66,ACH,2024-08-25,completed
PAY01466,O01466,46604.72,ACH,2024-04-26,completed
PAY01467,O01467,2872.97,Credit Card,2024-07-31,pending
PAY01468,O01468,2837.19,Invoice,2024-03-20,completed
PAY01469,O01469,3219.35,PayPal,2024-03-28,refunded
PAY01470,O01470,37759.27,PayPal,2024-04-09,failed
PAY01471,O01471,2057.72,ACH,2024-11-21,pending
PAY01472,O01472,805.88,Credit Card,2024-08-14,completed
PAY01473,O01473,1456.51,Wire Transfer,2024-10-22,completed
PAY01474,O01474,12852.76,Wire Transfer,2024-03-25,pending
PAY01475,O01475,7108.07,PayPal,2024-11-18,completed
PAY01476,O01476,33892.96,Credit Card,2024-02-11,failed
PAY01477,O01477,4942.5,ACH,2024-07-04,completed
PAY01478,O01478,3112.31,PayPal,2024-05-05,completed
PAY01479,O01479,9072.54,Credit Card,2024-05-20,completed
PAY01480,O01480,32224.1,ACH,2024-02-23,failed
PAY01481,O01481,3453.66,Wire Transfer,2024-05-16,completed
PAY01482,O01482,18506.4,PayPal,2024-04-19,completed
PAY01483,O01483,1270.56,Invoice,2024-11-18,completed
PAY01484,O01484,725.29,PayPal,2024-08-21,completed
PAY01485,O01485,4787.03,PayPal,2024-11-21,completed
PAY01486,O01486,385.59,ACH,2024-11-10,completed
PAY01487,O01487,28729.71,PayPal,2024-04-10,completed
PAY01488,O01488,4126.77,Invoice,2024-04-22,completed
PAY01489,O01489,3948.93,ACH,2024-04-25,pending
PAY01490,O01490,1301.13,Wire Transfer,2024-04-13,completed
PAY01491,O01491,1742.23,Wire Transfer,2024-09-13,refunded
PAY01492,O01492,2721.76,ACH,2024-12-19,completed
PAY01493,O01493,8126.26,Wire Transfer,2024-10-30,completed
PAY01494,O01494,11923.64,PayPal,2024-08-05,pending
PAY01495,O01495,3602.77,Credit Card,2024-07-17,completed
PAY01496,O01496,16112.05,Invoice,2024-08-20,completed
PAY01497,O01497,5745.94,Credit Card,2024-05-31,completed
PAY01498,O01498,202.94,Wire Transfer,2024-03-02,completed
PAY01499,O01499,192.79,Wire Transfer,2024-04-20,pending
PAY01500,O01500,2304.66,PayPal,2024-12-19,completed
PAY01501,O01501,2932.25,PayPal,2024-05-02,completed
PAY01502,O01502,3708.06,ACH,2024-02-23,completed
PAY01503,O01503,4887.09,Credit Card,2024-08-06,completed
PAY01504,O01504,4450.74,Wire Transfer,2024-09-09,refunded
PAY01505,O01505,2189.43,Credit Card,2024-03-28,completed
PAY01506,O01506,977.42,Invoice,2024-01-12,completed
PAY01507,O01507,2471.25,Credit Card,2024-07-28,completed
PAY01508,O01508,3152.43,Credit Card,2024-01-09,completed
PAY01509,O01509,3458.12,PayPal,2024-06-29,completed
PAY01510,O01510,932.62,Wire Transfer,2024-07-21,failed
PAY01511,O01511,15680.07,Invoice,2024-03-04,refunded
PAY01512,O01512,3948.93,Credit Card,2024-01-09,failed
PAY01513,O01513,2252.41,PayPal,2024-04-09,pending
PAY01514,O01514,49057.6,ACH,2024-01-30,completed
PAY01515,O01515,16826.1,Credit Card,2024-02-11,pending
PAY01516,O01516,4635.27,Wire Transfer,2024-03-11,completed
PAY01517,O01517,3673.54,Wire Transfer,2024-08-01,completed
PAY01518,O01518,2588.35,Wire Transfer,2024-09-03,failed
PAY01519,O01519,2048.98,Invoice,2024-05-18,completed
PAY01520,O01520,18879.64,Wire Transfer,2024-05-06,completed
PAY01521,O01521,4073.13,Invoice,2024-09-12,completed
PAY01522,O01522,12356.25,Credit Card,2024-04-07,completed
PAY01523,O01523,4904.24,Invoice,2024-06-10,completed
PAY01524,O01524,1742.23,ACH,2024-09-17,completed
PAY01525,O01525,17849.55,Credit Card,2024-11-15,completed
PAY01526,O01526,3869.47,ACH,2024-03-28,refunded
PAY01527,O01527,1480.9,ACH,2024-08-26,completed
PAY01528,O01528,19744.65,Wire Transfer,2024-04-07,completed
PAY01529,O01529,1131.37,Credit Card,2024-03-01,pending
PAY01530,O01530,1951.61,Wire Transfer,2024-09-15,completed
PAY01531,O01531,1545.09,ACH,2024-01-29,pending
PAY01532,O01532,4450.74,Invoice,2024-07-28,completed
PAY01533,O01533,885.99,PayPal,2024-02-25,completed
PAY01534,O01534,2377.55,Wire Transfer,2024-01-22,completed
PAY01535,O01535,3859.97,Wire Transfer,2024-11-15,completed
PAY01536,O01536,4063.13,Wire Transfer,2024-12-20,completed
PAY01537,O01537,385.59,Wire Transfer,2024-12-30,pending
PAY01538,O01538,3191.35,ACH,2024-12-27,pending
PAY01539,O01539,1804.15,Credit Card,2024-02-05,completed
PAY01540,O01540,12889.6,Wire Transfer,2024-12-10,completed
PAY01541,O01541,14364.86,ACH,2024-03-30,pending
PAY01542,O01542,2029.4,Credit Card,2024-10-26,completed
PAY01543,O01543,2189.43,ACH,2024-01-10,failed
PAY01544,O01544,4904.24,ACH,2024-03-17,completed
PAY01545,O01545,2129.63,ACH,2024-06-29,completed
PAY01546,O01546,2721.76,Credit Card,2024-01-09,pending
PAY01547,O01547,8173.74,Invoice,2024-11-01,completed
PAY01548,O01548,2739.05,PayPal,2024-08-01,completed
PAY01549,O01549,385.59,Invoice,2024-05-07,completed
PAY01550,O01550,1850.64,ACH,2024-02-18,refunded
PAY01551,O01551,38599.73,ACH,2024-11-18,failed
PAY01552,O01552,2724.58,ACH,2024-12-15,completed
PAY01553,O01553,12705.6,Invoice,2024-05-21,completed
PAY01554,O01554,3698.0,Credit Card,2024-03-05,completed
PAY01555,O01555,1553.27,PayPal,2024-01-06,completed
PAY01556,O01556,2449.02,Credit Card,2024-05-28,completed
PAY01557,O01557,466.31,Wire Transfer,2024-06-01,completed
PAY01558,O01558,160.62,Wire Transfer,2024-09-07,completed
PAY01559,O01559,4905.76,Invoice,2024-03-13,completed
PAY01560,O01560,3577.19,Invoice,2024-02-17,completed
PAY01561,O01561,5020.48,Invoice,2024-02-12,completed
PAY01562,O01562,20058.5,PayPal,2024-11-24,completed
PAY01563,O01563,30241.8,PayPal,2024-11-02,completed
PAY01564,O01564,160.62,Wire Transfer,2024-04-15,completed
PAY01565,O01565,3285.21,Credit Card,2024-06-02,completed
PAY01566,O01566,1679.66,ACH,2024-08-14,pending
PAY01567,O01567,16183.4,Wire Transfer,2024-12-31,completed
PAY01568,O01568,12705.6,Invoice,2024-08-25,pending
PAY01569,O01569,5964.88,Wire Transfer,2024-11-11,completed
PAY01570,O01570,1537.42,Wire Transfer,2024-11-13,completed
PAY01571,O01571,5047.83,Credit Card,2024-07-23,failed
PAY01572,O01572,5449.16,Invoice,2024-01-29,completed
PAY01573,O01573,3656.82,Invoice,2024-02-20,completed
PAY01574,O01574,1598.48,Invoice,2024-10-26,pending
PAY01575,O01575,3512.9,Wire Transfer,2024-10-15,completed
PAY01576,O01576,15306.45,Credit Card,2024-06-03,completed
PAY01577,O01577,932.62,Wire Transfer,2024-04-13,completed
PAY01578,O01578,4609.32,Credit Card,2024-05-06,pending
PAY01579,O01579,1331.02,PayPal,2024-03-06,completed
PAY01580,O01580,20058.5,Credit Card,2024-10-06,completed
PAY01581,O01581,3422.63,PayPal,2024-03-18,pending
PAY01582,O01582,3811.11,ACH,2024-12-24,completed
PAY01583,O01583,4659.81,Credit Card,2024-10-31,completed
PAY01584,O01584,5636.7,Invoice,2024-02-25,completed
PAY01585,O01585,3751.48,Wire Transfer,2024-03-04,completed
PAY01586,O01586,5989.62,Invoice,2024-12-02,completed
PAY01587,O01587,5182.9,ACH,2024-08-25,refunded
PAY01588,O01588,8091.7,Wire Transfer,2024-09-15,completed
PAY01589,O01589,3569.91,Invoice,2024-04-02,completed
PAY01590,O01590,1479.2,Credit Card,2024-03-12,completed
PAY01591,O01591,2661.41,Credit Card,2024-11-27,refunded
PAY01592,O01592,3023.39,Wire Transfer,2024-09-19,completed
PAY01593,O01593,805.88,ACH,2024-10-26,completed
PAY01594,O01594,4073.13,PayPal,2024-03-25,failed
PAY01595,O01595,1821.31,Credit Card,2024-04-30,pending
PAY01596,O01596,18284.08,PayPal,2024-03-30,pending
PAY01597,O01597,4073.13,PayPal,2024-05-11,completed
PAY01598,O01598,3793.41,Credit Card,2024-11-06,completed
PAY01599,O01599,402.94,ACH,2024-08-20,failed
PAY01600,O01600,3974.66,Wire Transfer,2024-05-09,pending
PAY01601,O01601,12017.0,PayPal,2024-08-10,failed
PAY01602,O01602,3742.67,PayPal,2024-11-18,completed
PAY01603,O01603,11661.53,Invoice,2024-07-05,completed
PAY01604,O01604,702.62,ACH,2024-11-24,completed
PAY01605,O01605,5144.3,PayPal,2024-09-14,completed
PAY01606,O01606,12957.25,ACH,2024-08-13,completed
PAY01607,O01607,1028.86,Invoice,2024-09-24,completed
PAY01608,O01608,3365.22,Wire Transfer,2024-06-21,completed
PAY01609,O01609,3024.18,Credit Card,2024-07-05,completed
PAY01610,O01610,6924.32,Invoice,2024-05-06,refunded
PAY01611,O01611,3285.21,PayPal,2024-01-30,completed
PAY01612,O01612,21628.08,Invoice,2024-05-17,completed
PAY01613,O01613,3024.18,ACH,2024-01-31,completed
PAY01614,O01614,1514.35,Wire Transfer,2024-02-10,pending
PAY01615,O01615,2679.57,Invoice,2024-02-06,completed
PAY01616,O01616,9941.47,Credit Card,2024-09-05,completed
PAY01617,O01617,4063.13,Wire Transfer,2024-09-17,completed
PAY01618,O01618,10374.36,Wire Transfer,2024-04-26,completed
PAY01619,O01619,6778.59,PayPal,2024-07-15,completed
PAY01620,O01620,2162.81,PayPal,2024-07-13,pending
PAY01621,O01621,3974.66,Invoice,2024-08-12,completed
PAY01622,O01622,172.5,Wire Transfer,2024-08-13,pending
PAY01623,O01623,144.56,ACH,2024-08-02,pending
PAY01624,O01624,874.53,Credit Card,2024-01-10,completed
PAY01625,O01625,4073.13,ACH,2024-08-15,completed
PAY01626,O01626,9658.06,PayPal,2024-05-06,completed
PAY01627,O01627,6829.92,Credit Card,2024-12-03,completed
PAY01628,O01628,3317.74,ACH,2024-07-02,completed
PAY01629,O01629,34581.2,Wire Transfer,2024-10-12,completed
PAY01630,O01630,1545.09,Wire Transfer,2024-10-05,completed
PAY01631,O01631,7205.54,ACH,2024-02-13,completed
PAY01632,O01632,2502.68,PayPal,2024-10-10,completed
PAY01633,O01633,31524.3,ACH,2024-12-25,completed
PAY01634,O01634,7897.86,Credit Card,2024-01-19,completed
PAY01635,O01635,2339.17,ACH,2024-11-10,pending
PAY01636,O01636,3757.8,ACH,2024-04-24,completed
PAY01637,O01637,3567.68,Credit Card,2024-06-06,completed
PAY01638,O01638,10261.68,Wire Transfer,2024-06-22,pending
PAY01639,O01639,5269.35,PayPal,2024-06-25,pending
PAY01640,O01640,8413.05,Credit Card,2024-10-10,pending
PAY01641,O01641,6421.82,Wire Transfer,2024-10-23,completed
PAY01642,O01642,16237.35,ACH,2024-08-30,failed
PAY01643,O01643,3924.61,Wire Transfer,2024-12-18,failed
PAY01644,O01644,3567.68,ACH,2024-10-20,completed
PAY01645,O01645,4391.31,Wire Transfer,2024-12-03,pending
PAY01646,O01646,6224.62,ACH,2024-06-15,completed
PAY01647,O01647,2471.25,Credit Card,2024-01-05,refunded
PAY01648,O01648,16112.05,Wire Transfer,2024-04-22,completed
PAY01649,O01649,8132.05,Wire Transfer,2024-10-12,completed
PAY01650,O01650,9072.54,Credit Card,2024-05-24,completed
PAY01651,O01651,3061.29,Credit Card,2024-11-14,completed
PAY01652,O01652,2679.57,ACH,2024-09-16,completed
PAY01653,O01653,9539.18,Credit Card,2024-02-01,refunded
PAY01654,O01654,11254.45,Invoice,2024-06-29,completed
PAY01655,O01655,202.94,Credit Card,2024-09-19,completed
PAY01656,O01656,1756.45,ACH,2024-07-09,failed
PAY01657,O01657,3484.46,Credit Card,2024-05-24,completed
PAY01658,O01658,7396.0,PayPal,2024-11-30,failed
PAY01659,O01659,3602.77,Wire Transfer,2024-07-08,refunded
PAY01660,O01660,3554.04,Credit Card,2024-04-21,completed
PAY01661,O01661,481.86,Credit Card,2024-04-22,pending
PAY01662,O01662,1288.96,ACH,2024-12-01,completed
PAY01663,O01663,1954.83,Invoice,2024-10-21,pending
PAY01664,O01664,10370.97,Invoice,2024-09-29,completed
PAY01665,O01665,5449.16,Wire Transfer,2024-06-13,completed
PAY01666,O01666,4011.7,Invoice,2024-07-05,pending
PAY01667,O01667,8023.4,Invoice,2024-07-31,completed
PAY01668,O01668,40731.3,PayPal,2024-12-01,completed
PAY01669,O01669,4254.56,ACH,2024-03-07,completed
PAY01670,O01670,481.86,PayPal,2024-11-06,failed
PAY01671,O01671,2189.43,Invoice,2024-08-03,pending
PAY01672,O01672,13695.24,PayPal,2024-04-12,completed
PAY01673,O01673,1623.74,Invoice,2024-05-16,completed
PAY01674,O01674,3656.82,Credit Card,2024-01-18,completed
PAY01675,O01675,3462.16,Wire Transfer,2024-09-28,completed
PAY01676,O01676,5182.9,Wire Transfer,2024-10-15,completed
PAY01677,O01677,1479.2,PayPal,2024-11-11,completed
PAY01678,O01678,1927.93,ACH,2024-07-29,pending
PAY01679,O01679,4659.81,ACH,2024-12-25,completed
PAY01680,O01680,1537.42,PayPal,2024-01-05,pending
PAY01681,O01681,2471.25,ACH,2024-08-15,completed
PAY01682,O01682,4063.13,Credit Card,2024-09-12,failed
PAY01683,O01683,321.24,Wire Transfer,2024-08-09,completed
PAY01684,O01684,1288.96,ACH,2024-04-18,completed
PAY01685,O01685,402.94,Invoice,2024-05-26,pending
PAY01686,O01686,1331.02,ACH,2024-03-28,completed
PAY01687,O01687,40631.3,ACH,2024-12-10,pending
PAY01688,O01688,4612.27,Invoice,2024-01-16,completed
PAY01689,O01689,10703.04,Credit Card,2024-01-06,completed
PAY01690,O01690,1951.61,ACH,2024-10-22,completed
PAY01691,O01691,2224.13,ACH,2024-02-29,completed
PAY01692,O01692,6655.1,ACH,2024-09-11,completed
PAY01693,O01693,20741.94,Wire Transfer,2024-02-13,completed
PAY01694,O01694,402.94,Credit Card,2024-06-21,completed
PAY01695,O01695,10386.48,ACH,2024-06-12,completed
PAY01696,O01696,2588.35,ACH,2024-10-15,completed
PAY01697,O01697,6444.82,Wire Transfer,2024-05-05,completed
PAY01698,O01698,4450.74,Credit Card,2024-03-18,completed
PAY01699,O01699,1320.28,Credit Card,2024-11-24,failed
PAY01700,O01700,9320.94,Wire Transfer,2024-09-08,completed
PAY01701,O01701,5989.62,PayPal,2024-05-16,completed
PAY01702,O01702,3061.29,Wire Transfer,2024-09-28,completed
PAY01703,O01703,12513.4,PayPal,2024-12-08,completed
PAY01704,O01704,4024.19,Wire Transfer,2024-09-05,completed
PAY01705,O01705,12705.6,Credit Card,2024-06-17,completed
PAY01706,O01706,24712.5,Credit Card,2024-12-04,completed
PAY01707,O01707,10814.04,PayPal,2024-09-08,completed
PAY01708,O01708,1320.28,Credit Card,2024-04-22,pending
PAY01709,O01709,11327.78,Credit Card,2024-05-16,completed
PAY01710,O01710,2510.24,ACH,2024-01-28,completed
PAY01711,O01711,16112.05,ACH,2024-06-07,completed
PAY01712,O01712,3567.68,Invoice,2024-11-19,failed
PAY01713,O01713,739.6,ACH,2024-10-06,completed
PAY01714,O01714,5964.88,Credit Card,2024-06-22,completed
PAY01715,O01715,12219.39,Wire Transfer,2024-09-23,completed
PAY01716,O01716,3567.68,ACH,2024-04-27,completed
PAY01717,O01717,1331.28,Wire Transfer,2024-10-10,failed
PAY01718,O01718,11846.79,Credit Card,2024-09-26,completed
PAY01719,O01719,3152.43,ACH,2024-06-06,completed
PAY01720,O01720,2837.19,ACH,2024-03-05,failed
PAY01721,O01721,11013.66,Wire Transfer,2024-05-18,completed
PAY01722,O01722,1207.03,Credit Card,2024-10-04,completed
PAY01723,O01723,2262.2,Credit Card,2024-11-07,completed
PAY01724,O01724,4855.02,Credit Card,2024-06-06,pending
PAY01725,O01725,3484.46,Credit Card,2024-07-13,completed
PAY01726,O01726,3378.46,Invoice,2024-05-27,completed
PAY01727,O01727,1691.01,ACH,2024-09-12,refunded
PAY01728,O01728,6501.01,Invoice,2024-10-23,pending
PAY01729,O01729,1331.02,ACH,2024-10-16,completed
PAY01730,O01730,30612.9,Wire Transfer,2024-02-20,completed
PAY01731,O01731,160.62,Credit Card,2024-03-16,completed
PAY01732,O01732,2777.92,PayPal,2024-02-03,completed
PAY01733,O01733,3698.0,Credit Card,2024-01-19,completed
PAY01734,O01734,4415.18,Invoice,2024-04-20,completed
PAY01735,O01735,466.31,PayPal,2024-12-02,completed
PAY01736,O01736,2751.18,Wire Transfer,2024-02-11,completed
PAY01737,O01737,1878.9,Wire Transfer,2024-01-09,failed
PAY01738,O01738,8901.48,Wire Transfer,2024-02-29,completed
PAY01739,O01739,16112.05,ACH,2024-09-08,completed
PAY01740,O01740,2661.41,Wire Transfer,2024-03-03,completed
PAY01741,O01741,2588.35,PayPal,2024-07-12,completed
PAY01742,O01742,6538.99,ACH,2024-11-11,completed
PAY01743,O01743,5141.11,Wire Transfer,2024-04-17,failed
PAY01744,O01744,3608.3,Credit Card,2024-09-01,completed
PAY01745,O01745,2276.64,PayPal,2024-01-04,completed
PAY01746,O01746,7135.36,PayPal,2024-02-19,completed
PAY01747,O01747,3462.16,PayPal,2024-10-13,completed
PAY01748,O01748,4228.2,Invoice,2024-08-07,completed
PAY01749,O01749,25283.4,Invoice,2024-10-15,completed
PAY01750,O01750,160.62,Wire Transfer,2024-04-21,completed
PAY01751,O01751,7385.63,ACH,2024-10-29,completed
PAY01752,O01752,305.18,Credit Card,2024-11-11,pending
PAY01753,O01753,14717.28,Invoice,2024-04-20,completed
PAY01754,O01754,1288.96,Credit Card,2024-01-04,completed
PAY01755,O01755,5182.9,Invoice,2024-08-13,completed
PAY01756,O01756,4612.27,Invoice,2024-05-06,completed
PAY01757,O01757,2276.64,Wire Transfer,2024-09-24,completed
PAY01758,O01758,17564.49,Credit Card,2024-11-20,pending
PAY01759,O01759,7154.39,Wire Transfer,2024-12-24,completed
PAY01760,O01760,7530.72,ACH,2024-04-01,completed
PAY01761,O01761,578.38,PayPal,2024-04-21,pending
PAY01762,O01762,1878.9,ACH,2024-01-09,completed
PAY01763,O01763,9811.52,Credit Card,2024-06-18,pending
PAY01764,O01764,16183.4,ACH,2024-11-09,completed
PAY01765,O01765,2048.98,Wire Transfer,2024-12-22,completed
PAY01766,O01766,4115.44,PayPal,2024-08-30,failed
PAY01767,O01767,3023.39,Credit Card,2024-11-28,completed
PAY01768,O01768,1850.64,PayPal,2025-01-01,pending
PAY01769,O01769,4678.34,Credit Card,2024-03-03,completed
PAY01770,O01770,402.94,Credit Card,2024-10-08,completed
PAY01771,O01771,9727.48,Credit Card,2024-06-20,completed
PAY01772,O01772,16237.35,Credit Card,2024-10-27,pending
PAY01773,O01773,5056.68,Wire Transfer,2024-12-08,pending
PAY01774,O01774,3866.88,Wire Transfer,2024-02-12,completed
PAY01775,O01775,13352.22,Credit Card,2024-07-29,completed
PAY01776,O01776,3458.12,Credit Card,2024-06-29,completed
PAY01777,O01777,10288.6,Invoice,2024-02-15,completed
PAY01778,O01778,1343.73,Credit Card,2024-11-19,completed
PAY01779,O01779,3903.22,PayPal,2024-08-23,completed
PAY01780,O01780,14697.01,Invoice,2024-11-24,completed
PAY01781,O01781,3458.12,ACH,2024-12-29,completed
PAY01782,O01782,805.88,Invoice,2024-04-06,completed
PAY01783,O01783,9072.54,PayPal,2024-05-18,pending
PAY01784,O01784,608.82,PayPal,2024-09-24,completed
PAY01785,O01785,31524.3,Credit Card,2024-10-26,completed
PAY01786,O01786,2259.22,Wire Transfer,2024-12-17,completed
PAY01787,O01787,19873.3,Credit Card,2024-05-18,completed
PAY01788,O01788,3317.74,Invoice,2024-01-20,completed
PAY01789,O01789,3191.35,Wire Transfer,2024-08-30,pending
PAY01790,O01790,1445.58,ACH,2024-06-16,pending
PAY01791,O01791,3608.3,Credit Card,2024-06-22,failed
PAY01792,O01792,192.79,Wire Transfer,2024-08-28,completed
PAY01793,O01793,6845.26,Wire Transfer,2024-10-24,completed
PAY01794,O01794,3811.11,Invoice,2024-07-11,completed
PAY01795,O01795,3112.31,Invoice,2024-05-01,completed
PAY01796,O01796,6501.01,Wire Transfer,2024-05-18,completed
PAY01797,O01797,3067.05,ACH,2024-06-02,refunded
PAY01798,O01798,40056.66,PayPal,2024-10-19,completed
PAY01799,O01799,15143.49,Wire Transfer,2024-06-08,failed
PAY01800,O01800,2471.25,Credit Card,2024-08-23,pending
PAY01801,O01801,3458.12,Invoice,2024-04-06,completed
PAY01802,O01802,3610.53,Credit Card,2024-10-12,completed
PAY01803,O01803,1713.94,Wire Transfer,2024-08-29,completed
PAY01804,O01804,6146.93,Credit Card,2024-08-26,completed
PAY01805,O01805,1878.9,Wire Transfer,2024-03-10,completed
PAY01806,O01806,5020.48,PayPal,2024-10-01,pending
PAY01807,O01807,3948.93,Credit Card,2024-11-08,completed
PAY01808,O01808,1405.24,Credit Card,2024-01-02,completed
PAY01809,O01809,1742.23,Invoice,2024-09-13,pending
PAY01810,O01810,2339.17,Credit Card,2024-12-02,completed
PAY01811,O01811,5636.7,PayPal,2024-09-05,failed
PAY01812,O01812,1595.68,ACH,2024-12-15,completed
PAY01813,O01813,578.38,PayPal,2024-02-22,completed
PAY01814,O01814,1713.94,PayPal,2024-10-23,completed
PAY01815,O01815,1398.93,Invoice,2024-12-09,pending
PAY01816,O01816,2510.24,Credit Card,2024-11-21,completed
PAY01817,O01817,1456.51,Invoice,2024-08-31,completed
PAY01818,O01818,6568.28,PayPal,2024-08-05,completed
PAY01819,O01819,1224.51,Wire Transfer,2024-12-28,completed
PAY01820,O01820,4942.5,Credit Card,2024-08-26,completed
PAY01821,O01821,2347.69,ACH,2024-11-02,pending
PAY01822,O01822,4426.82,Credit Card,2024-01-15,completed
PAY01823,O01823,1270.56,Wire Transfer,2024-06-18,completed
PAY01824,O01824,547.94,Wire Transfer,2024-09-29,completed
PAY01825,O01825,3389.3,PayPal,2024-03-18,pending
PAY01826,O01826,1927.93,ACH,2024-12-18,completed
